experiment_name, get_data, data2dev, zero_grad, forward, backprop, sync, optimizer_step, batch, batch_count, data_len
ourdist, 127.69287109375, 9.934326171875, 1.027099609375, 85.275634765625, 201.103271484375, 142.26708984375, 23.036376953125, 590.585205078125, 0, 128
ourdist, 146.314453125, 25.446044921875, 7.314697265625, 26.06591796875, 252.9287109375, 231.65869140625, 12.488525390625, 702.407958984375, 1, 128
ourdist, 144.4287109375, 24.38671875, 7.13427734375, 22.89892578125, 255.577880859375, 207.62890625, 12.3251953125, 674.6064453125, 2, 128
ourdist, 143.800048828125, 25.059326171875, 7.022216796875, 22.163818359375, 255.43408203125, 210.406005859375, 12.478759765625, 676.59375, 3, 128
ourdist, 145.93408203125, 26.421875, 7.207275390625, 22.67041015625, 256.3046875, 224.21923828125, 12.858642578125, 695.844482421875, 4, 128
ourdist, 144.541259765625, 27.575927734375, 7.5986328125, 23.227783203125, 256.9951171875, 206.139404296875, 12.355224609375, 678.62646484375, 5, 128
ourdist, 146.363525390625, 24.667724609375, 7.18408203125, 22.628662109375, 255.649169921875, 196.786376953125, 12.163330078125, 665.650146484375, 6, 128
ourdist, 146.275634765625, 24.423828125, 7.209228515625, 22.267822265625, 255.501953125, 216.184814453125, 12.326171875, 684.39599609375, 7, 128
ourdist, 145.246826171875, 25.35302734375, 7.0849609375, 22.160888671875, 257.5283203125, 215.846435546875, 12.2001953125, 685.627197265625, 8, 128
ourdist, 144.35107421875, 26.42138671875, 7.02197265625, 21.887451171875, 257.31640625, 206.703857421875, 12.112548828125, 676.012451171875, 9, 128
ourdist, 146.33740234375, 24.82861328125, 7.139892578125, 22.115478515625, 256.278564453125, 208.802734375, 12.16162109375, 677.871337890625, 10, 128
ourdist, 143.55615234375, 25.251953125, 7.205810546875, 22.123046875, 255.78466796875, 214.923583984375, 12.31591796875, 681.373291015625, 11, 128
ourdist, 143.8876953125, 24.240966796875, 7.064453125, 22.076416015625, 255.466552734375, 223.4599609375, 12.442138671875, 688.869384765625, 12, 128
ourdist, 143.8271484375, 24.430908203125, 6.931640625, 22.11669921875, 255.724365234375, 227.629638671875, 12.2119140625, 693.088134765625, 13, 128
ourdist, 144.65576171875, 24.918212890625, 7.04736328125, 22.07275390625, 255.30810546875, 212.94921875, 12.26416015625, 679.43017578125, 14, 128
ourdist, 144.62158203125, 25.69091796875, 6.98681640625, 22.937255859375, 254.979736328125, 215.127197265625, 12.082763671875, 682.630615234375, 15, 128
ourdist, 144.021484375, 23.456787109375, 7.182861328125, 21.9599609375, 257.578369140625, 214.02783203125, 12.343505859375, 680.780517578125, 16, 128
ourdist, 143.380615234375, 26.41455078125, 6.968994140625, 22.079833984375, 257.28564453125, 213.46240234375, 12.327392578125, 682.13916015625, 17, 128
ourdist, 144.821533203125, 26.577880859375, 7.24609375, 22.393798828125, 256.386474609375, 201.495849609375, 12.2900390625, 671.44482421875, 18, 128
ourdist, 144.039306640625, 26.451416015625, 6.942138671875, 22.026611328125, 258.359130859375, 208.9404296875, 12.0732421875, 679.048828125, 19, 128
ourdist, 145.232666015625, 24.868408203125, 6.9296875, 22.15673828125, 255.54296875, 213.47119140625, 12.379150390625, 680.783447265625, 20, 128
ourdist, 143.779052734375, 26.859375, 7.013671875, 21.88818359375, 259.190185546875, 224.035400390625, 12.36572265625, 695.352294921875, 21, 128
ourdist, 143.53759765625, 26.43408203125, 7.196533203125, 22.45654296875, 256.41455078125, 207.578857421875, 12.67138671875, 676.499755859375, 22, 128
ourdist, 146.91357421875, 27.189697265625, 7.194091796875, 22.584228515625, 254.919189453125, 213.867431640625, 12.575927734375, 685.4580078125, 23, 128
ourdist, 144.88720703125, 26.537841796875, 7.054443359375, 22.781982421875, 256.05615234375, 228.549072265625, 12.574462890625, 698.6484375, 24, 128
ourdist, 144.090576171875, 27.27197265625, 6.993896484375, 22.6787109375, 257.64599609375, 210.484130859375, 12.60986328125, 681.98876953125, 25, 128
ourdist, 144.7685546875, 27.73779296875, 7.1455078125, 22.50390625, 256.269775390625, 215.405517578125, 12.4736328125, 686.49951171875, 26, 128
ourdist, 145.19873046875, 25.63623046875, 7.090087890625, 22.448486328125, 255.95654296875, 212.23046875, 12.180908203125, 680.969482421875, 27, 128
ourdist, 143.927978515625, 24.46484375, 7.031005859375, 22.13427734375, 255.91259765625, 219.236572265625, 12.363037109375, 685.304931640625, 28, 128
ourdist, 144.076416015625, 24.746826171875, 7.17333984375, 22.11328125, 256.785888671875, 217.70361328125, 12.212646484375, 685.048095703125, 29, 128
